pfam_id,pfam_aka
PF06113,Brain and reproductive organ-expressed protein (BRE)
PF12491,Apolipoprotein B100 C terminal
PF15241,Cylicin N-terminus
PF08417,Pheophorbide a oxygenase
PF08525,Opacity-associated protein A N-terminal motif
PF08393,Dynein heavy chain, N-terminal region 2
PF08543,Phosphomethylpyrimidine kinase
PF01387,Synuclein
PF01025,GrpE
PF05456,Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
PF18404,Glucosyltransferase 24
PF05755,Rubber elongation factor protein (REF)
PF16185,Mitochondrial ABC-transporter N-terminal five TM region
PF16455,Ubiquitin-binding domain
PF00094,von Willebrand factor type D domain
PF13873,Myb/SANT-like DNA-binding domain
PF09045,L27_2
PF05958,tRNA (Uracil-5-)-methyltransferase
PF10360,Protein of unknown function (DUF2433)
PF00317,Ribonucleotide reductase, all-alpha domain
PF15064,Cation channel sperm-associated protein subunit gamma
PF06689,ClpX C4-type zinc finger
PF02178,AT hook motif
PF04336,Acyl carrier protein phosphodiesterase
PF16559,GIT coiled-coil Rho guanine nucleotide exchange factor
PF04293,SpoVR like protein
PF13176,Tetratricopeptide repeat
PF16958,Pre-mRNA-splicing factor PRP9 N-terminus
PF18102,Deltex C-terminal domain
PF17814,LisH-like dimerisation domain
PF18026,Endo/exonuclease (EXOG) C-terminal domain
PF00074,Pancreatic ribonuclease
PF00430,ATP synthase B/B' CF(0)
PF11904,GPCR-chaperone
PF10300,Iml2/Tetratricopeptide repeat protein 39
PF06240,Carbon monoxide dehydrogenase subunit G (CoxG)
PF17147,Pyruvate:ferredoxin oxidoreductase core domain II
PF16177,Acetyl-coenzyme A synthetase N-terminus
PF19088,TUTase nucleotidyltransferase domain
PF01156,Inosine-uridine preferring nucleoside hydrolase
PF09354,HNF3 C-terminal domain
PF12157,Protein of unknown function (DUF3591)
PF09597,IGR protein motif
PF00884,Sulfatase
PF10358,N-terminal C2 in EEIG1 and EHBP1 proteins
PF18808,Importin repeat
PF06839,GRF zinc finger
PF05920,Homeobox KN domain
PF03894,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03733,Inner membrane component domain
PF18444,RNA recognition motif
PF04117,Mpv17 / PMP22 family
PF06775,Putative adipose-regulatory protein (Seipin)
PF13020,Protein NO VEIN, C-terminal
PF00278,Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF08509,Adenylate cyclase G-alpha binding domain
PF00594,Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain
PF01669,Myelin basic protein
PF14364,Domain of unknown function (DUF4408)
PF03184,DDE superfamily endonuclease
PF07228,Stage II sporulation protein E (SpoIIE)
PF02755,RPEL repeat
PF16198,tRNA pseudouridylate synthase B C-terminal domain
PF00681,Plectin repeat
PF17266,Family of unknown function (DUF5332)
PF09397,Ftsk gamma domain
PF12569,N-terminal acetyltransferase A, auxiliary subunit
PF19273,Exportin-5 family
PF17218,CBX family C-terminal motif
PF10937,Alpha-ketoglutarate dehydrogenase component 4/YMR-31
PF00816,H-NS histone family
PF15473,PEST, proteolytic signal-containing nuclear protein family
PF02063,MARCKS family
PF09802,Preprotein translocase subunit Sec66
PF02182,SAD/SRA domain
PF00840,Glycosyl hydrolase family 7
PF07767,Nop53 (60S ribosomal biogenesis)
PF02046,Cytochrome c oxidase subunit VIa
PF12166,Piezo non-specific cation channel, R-Ras-binding domain
PF15756,Small Novel Rich in Cartilage
PF11928,Early growth response N-terminal domain
PF08061,P68HR (NUC004) repeat
PF02375,jmjN domain
PF03140,Plant protein of unknown function
PF01580,FtsK/SpoIIIE family
PF05527,Domain of unknown function (DUF758)
PF05010,Transforming acidic coiled-coil-containing protein (TACC), C-terminal
PF12002,MgsA AAA+ ATPase C terminal
PF01198,Ribosomal protein L31e
PF03079,ARD/ARD' family
PF07890,Rrp15p
PF05971,RNA methyltransferase
PF13908,Wnt and FGF inhibitory regulator
PF14944,Tongue Cancer Chemotherapy Resistant Protein 1
PF18441,Hen1 La-motif C-terminal domain
PF01168,Alanine racemase, N-terminal domain
PF01840,TCL1/MTCP1 family
PF05303,GSKIP domain
PF00483,Nucleotidyl transferase
PF15805,Acidic C-terminal region of sodium channel modifier 1 SCNM1
PF13886,Domain of unknown function (DUF4203)
PF13186,Iron-sulfur cluster-binding domain
PF03775,Septum formation inhibitor MinC, C-terminal domain
PF08441,Integrin alpha Ig-like domain 1
PF00034,Cytochrome c
PF01770,Reduced folate carrier
PF12583,Tripeptidyl peptidase II, C-terminal
PF13411,MerR HTH family regulatory protein
PF02038,ATP1G1/PLM/MAT8 family
PF12169,DNA polymerase III subunits gamma and tau domain III
PF07977,FabA-like domain
PF04698,Rab effector MyRIP/melanophilin C-terminus
PF06342,Alpha/beta hydrolase of unknown function (DUF1057)
PF09268,Clathrin, heavy-chain linker
PF02675,S-adenosylmethionine decarboxylase
PF00372,Hemocyanin, copper containing domain
PF08443,RimK-like ATP-grasp domain
PF09280,XPC-binding domain
PF16641,CLIP1 zinc knuckle
PF11069,Cilia- and flagella-associated protein 298
PF10699,Male gamete fusion factor
PF17047,Synaptotagmin-like mitochondrial-lipid-binding domain
PF08164,Apoptosis-antagonizing transcription factor, C-terminal
PF03244,Photosystem I reaction centre subunit VI
PF17154,Gammaproteobacterial periplasmic sensor domain
PF06535,Repulsive guidance molecule (RGM) N-terminus
PF06146,Phosphate-starvation-inducible E family
PF00822,PMP-22/EMP/MP20/Claudin family
PF15512,Chromatin assembly factor complex 1 subunit p60, C-terminal
PF14429,C2 domain in Dock180 and Zizimin proteins
PF10309,Nuclear cap-binding protein subunit 3
PF07448,Secreted phosphoprotein 24 (Spp-24) cystatin-like domain
PF01425,Amidase
PF13355,ARC6-like, IMS domain
PF14388,Domain of unknown function (DUF4419)
PF04993,TfoX N-terminal domain
PF03826,OAR motif
PF01488,Shikimate / quinate 5-dehydrogenase
PF01411,tRNA synthetases class II (A)
PF10229,Methylmalonic aciduria and homocystinuria type D protein
PF04360,Serglycin
PF08606,Prp19/Pso4-like
PF08880,QLQ
PF04152,Mre11 DNA-binding presumed domain
PF18375,CDH1/2 SANT-Helical linker 1
PF20413,BLTP1 N-terminal region
PF10392,Conserved oligomeric Golgi complex subunit 5, N-terminal
PF11619,Transcription factor P53 - C terminal domain
PF17181,Epidermal patterning factor proteins
PF19438,LIN9 C-terminal
PF15129,ALK and LTK ligand 1/2
PF04996,Succinylarginine dihydrolase
PF18144,Second Messenger Oligonucleotide or Dinucleotide Synthetase domain
PF13556,PucR C-terminal helix-turn-helix domain
PF07574,Nse1 non-SMC component of SMC5-6 complex
PF14995,Transmembrane protein
PF16772,Telomeric repeat-binding factor 2 Rap1-binding motif
PF08733,PalH/RIM21
PF05544,Proline racemase
PF20443,Lamina-associated polypeptide 1, N-terminal
PF15882,Domain of unknown function (DUF4735)
PF20560,Motility protein A N-terminal
PF02690,Na+/Pi-cotransporter
PF07393,Exocyst complex component Sec10-like, alpha-helical bundle
PF14736,Protein N-terminal asparagine amidohydrolase
PF04100,Vps53, N-terminal
PF11264,Thylakoid formation protein
PF03546,Treacher Collins syndrome protein Treacle
PF03630,Fumble
PF15423,FLYWCH-type zinc finger-containing protein
PF01388,ARID/BRIGHT DNA binding domain
PF17789,Macroglobulin domain MG4
PF02532,Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
PF10214,Rrn6, beta-propeller
PF15227,zinc finger of C3HC4-type, RING
PF09740,Uncharacterized conserved protein (DUF2043)
PF07052,Hepatocellular carcinoma-associated antigen 59
PF17942,Morc6 ribosomal protein S5 domain 2-like
PF14389,Leucine-zipper of ternary complex factor MIP1
PF07898,Protein of unknown function (DUF1676)
PF09462,Mus7/MMS22 family
PF19296,RelA/SpoT, AH and RIS domains
PF17203,Single cache domain 3
PF03711,Orn/Lys/Arg decarboxylase, C-terminal domain
PF12114,Period protein 2/3C-terminal region
PF15140,Domain of unknown function (DUF4573)
PF06816,NOTCH protein
PF05497,Destabilase
PF04884,Vitamin B6 photo-protection and homoeostasis
PF09138,Urm1 (Ubiquitin related modifier)
PF06025,Domain of Unknown Function (DUF913)
PF05041,Pecanex protein (C-terminus)
PF05699,hAT family C-terminal dimerisation region
PF02801,Beta-ketoacyl synthase, C-terminal domain
PF13271,Domain of unknown function (DUF4062)
PF16900,Replication protein A OB domain
PF04106,Autophagy protein ATG5, UblB domain
PF03531,Structure-specific recognition protein (SSRP1)
PF05770,Inositol 1,3,4-trisphosphate 5/6-kinase ATP-grasp domain
PF10324,Serpentine type 7TM GPCR chemoreceptor Srw
PF13229,Right handed beta helix region
PF07324,DiGeorge syndrome critical region 6 (DGCR6) protein
PF04783,Protein of unknown function (DUF630)
PF01839,FG-GAP repeat
PF00865,Osteopontin
PF05536,Neurochondrin
PF01977,3-octaprenyl-4-hydroxybenzoate carboxy-lyase Rift-related domain
PF00544,Pectate lyase
PF14650,FAM75 family
PF06972,GBF-interacting protein 1 N-terminal
PF02753,Pili assembly chaperone PapD, C-terminal domain
PF17065,Putative cytokine, C6ORF120
PF08737,Rgp1
PF00087,Snake toxin and toxin-like protein
PF06959,RecQ helicase protein-like 5 (RecQ5)
PF00141,Peroxidase
PF14987,NADH dehydrogenase 1 alpha subcomplex subunit 3
PF01938,TRAM domain
PF12576,Protein of unknown function (DUF3754)
PF10259,Rogdi leucine zipper containing protein
PF00888,Cullin family
PF18027,Cytosolic carboxypeptidase N-terminal domain
PF10452,TORC1 subunit TCO89
PF12901,SUZ-C motif
PF07720,Tetratricopeptide repeat
PF00006,ATP synthase alpha/beta family, nucleotide-binding domain
PF03755,YicC-like family, N-terminal region
PF06876,Plant self-incompatibility response (SCRL) protein
PF04303,PrpF protein
PF01335,Death effector domain
PF06862,Utp25, U3 small nucleolar RNA-associated SSU processome protein 25
PF17795,Major Vault Protein Repeat domain
PF12662,Complement Clr-like EGF-like
PF06553,BNIP3
PF16635,Unstructured region on APC between SAMP and APC_crr
PF16940,Chloroplast envelope transporter
PF14525,AraC-binding-like domain
PF09764,N-terminal glutamine amidase
PF04262,Glutamate-cysteine ligase
PF16497,MHC-I family domain
PF03190,Protein of unknown function, DUF255
PF15792,Lung adenoma susceptibility protein 2
PF12313,NPR1/NIM1 like defence protein C terminal
PF19335,Heavy metal binding domain
PF16780,AIMP2 lysyl-tRNA synthetase binding domain
PF03874,RNA polymerase Rpb4
PF10185,Chaperone for wingless signalling and trafficking of LDL receptor
PF11762,L-arabinose isomerase C-terminal domain
PF02864,STAT protein, DNA binding domain
PF04216,Protein involved in formate dehydrogenase formation
PF09335,SNARE associated Golgi protein
PF04403,Paraquat-inducible protein A
PF03224,V-ATPase subunit H
PF00804,Syntaxin
PF12798,4Fe-4S binding domain
PF00666,Cathelicidin
PF07189,Splicing factor 3B subunit 10 (SF3b10)
PF15951,MITF/TFEB/TFEC/TFE3 N-terminus
PF03071,GNT-I family
PF02820,mbt repeat
PF13410,Glutathione S-transferase, C-terminal domain
PF01784,Duf34/NIF3 (NGG1p interacting factor 3)
PF01625,Peptide methionine sulfoxide reductase
PF01638,HxlR-like helix-turn-helix
PF15627,CEP76 C2 domain
PF15020,Cation channel sperm-associated protein subunit delta
PF09445,RNA cap guanine-N2 methyltransferase
PF04406,Type IIB DNA topoisomerase
PF06583,Neogenin C-terminus
PF16484,Carnitine O-palmitoyltransferase N-terminus
PF01475,Ferric uptake regulator family
PF11707,Ribosome 60S biogenesis N-terminal
PF05093,Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
PF15791,Doublesex-and mab-3-related transcription factor C1 and C2
PF00596,Class II Aldolase and Adducin N-terminal domain
PF07160,Spindle and kinetochore-associated protein 1
PF14647,FAM91 N-terminus
PF16597,Thyroglobulin_1 repeat associated disordered domain
PF18371,Flavin adenine dinucleotide (FAD)-dependent sulfhydryl oxidase
PF04995,Heme exporter protein D (CcmD)
PF11938,TLR4 regulator and MIR-interacting MSAP
PF14858,Cilia- and flagella-associated protein 54
PF15511,Centromere kinetochore component CENP-T histone fold
PF00197,Trypsin and protease inhibitor
PF16843,Binding domain to Get4 on Get5, Golgi to ER traffic protein
PF01794,Ferric reductase like transmembrane component
PF01566,Natural resistance-associated macrophage protein-like
PF09339,IclR helix-turn-helix domain
PF13094,CENP-Q, a CENPA-CAD centromere complex subunit
PF19444,MTP large subunit, lipid-binding domain
PF08137,DVL family
PF02005,N2,N2-dimethylguanosine tRNA methyltransferase
PF19324,LETM1 domain-containing protein LETM2 N-terminus
PF13234,Mtr4-like, beta-barrel domain
PF02394,Interleukin-1 propeptide
PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain
PF08433,Chromatin associated protein KTI12
PF12460,RNAPII transcription regulator C-terminal
PF02422,Keratin
PF01916,Deoxyhypusine synthase
PF10457,Cholesterol-capturing domain
PF08313,SCA7, zinc-binding domain
PF10146,Zinc finger-containing protein
PF08472,Sucrose-6-phosphate phosphohydrolase C-terminal
PF16663,Unstructured region on MAGI
PF18554,PheRS DNA binding domain 2
PF02556,Preprotein translocase subunit SecB
PF16166,Chloroplast import apparatus Tic20-like
PF05199,GMC oxidoreductase
PF16627,Unstructured region between BRX_N and BRX domain
PF07140,Interferon gamma receptor (IFNGR1), D2 domain
PF00059,Lectin C-type domain
PF02706,Chain length determinant protein
PF03567,Sulfotransferase family
PF00580,UvrD/REP helicase N-terminal domain
PF00032,Cytochrome b(C-terminal)/b6/petD
PF16634,Unstructured region on APC between APC_crr and SAMP
PF00038,Intermediate filament protein
PF15083,Colipase-like
PF06454,THH1/TOM1/TOM3 domain
PF07654,Immunoglobulin C1-set domain
PF03234,Cdc37 N terminal kinase binding
PF13733,N-terminal region of glycosyl transferase group 7
PF18311,Exosome complex exonuclease Rrp40 N-terminal domain
PF10570,Myelin-PO cytoplasmic C-term p65 binding region
PF12095,Protein CHLORORESPIRATORY REDUCTION 7
PF03475,YiiM-like, 3-alpha helix domain
PF08597,Translation initiation factor eIF3 subunit
PF09118,Galactose oxidase-like, Early set domain
PF01249,Ribosomal protein S21e
PF01619,Proline dehydrogenase
PF02296,Alpha adaptin AP2, C-terminal domain
PF14679,FANCI helical domain 1
PF18428,BRCA1 C Terminus (BRCT) domain
PF09402,Man1-Src1p-C-terminal domain
PF02561,Flagellar protein FliS
PF02055,Glycosyl hydrolase family 30 TIM-barrel domain
PF04864,Allinase
PF02089,Palmitoyl protein thioesterase
PF07260,Progressive ankylosis protein (ANKH)
PF02560,Cyanate lyase C-terminal domain
PF05724,Thiopurine S-methyltransferase (TPMT)
PF12600,Protein of unknown function (DUF3769)
PF10260,Uncharacterized conserved domain (SAYSvFN)
PF14566,Inositol hexakisphosphate
PF05891,AdoMet dependent proline di-methyltransferase
PF15865,Fanconi anaemia group A protein N terminus
PF07011,Early Flowering 4 domain
PF02311,AraC-like ligand binding domain
PF00745,Glutamyl-tRNAGlu reductase, dimerisation domain
PF04030,D-arabinono-1,4-lactone oxidase
PF18314,Fatty acid synthase type I helical domain
PF03331,UDP-3-O-acyl N-acetylglycosamine deacetylase
PF08785,Ku C terminal domain like
PF13883,Pyridoxamine 5'-phosphate oxidase
PF00012,Hsp70 protein
PF03813,Nrap protein domain 1
PF16321,Sigma 54 modulation/S30EA ribosomal protein C terminus
PF06401,Alpha-2-macroglobulin RAP, C-terminal domain
PF11648,C-terminal domain of RIG-I
PF14921,Adenomatosis polyposis coli down-regulated 1
PF01459,Eukaryotic porin
PF02761,CBL proto-oncogene N-terminus, EF hand-like domain
PF09799,Predicted membrane protein
PF04045,Arp2/3 complex, 34 kD subunit p34-Arc
PF01331,mRNA capping enzyme, catalytic domain
PF08702,Fibrinogen alpha/beta chain family
PF08332,Calcium/calmodulin dependent protein kinase II association domain
PF02684,Lipid-A-disaccharide synthetase
PF14913,DPCD protein family
PF02887,Pyruvate kinase, alpha/beta domain
PF01437,Plexin repeat
PF06852,Protein of unknown function (DUF1248)
PF14413,Thg1 C terminal domain
PF05172,Nup53/35/40-type RNA recognition motif
PF05721,Phytanoyl-CoA dioxygenase (PhyH)
PF03226,Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF07072,Cell division protein
PF08772,Nin one binding (NOB1) Zn-ribbon like
PF17876,Cold shock domain
PF01487,Type I 3-dehydroquinase
PF07010,Endomucin
PF03954,Hepatic lectin, N-terminal domain
PF07888,Calcium binding and coiled-coil domain (CALCOCO1) like
PF10237,Probable N6-adenine methyltransferase
PF03350,Uncharacterized protein family, UPF0114
PF11029,DAZ associated protein 2 (DAZAP2)
PF07727,Reverse transcriptase (RNA-dependent DNA polymerase)
PF15828,Required for drug-induced death protein 1
PF16064,Domain of unknown function (DUF4806)
PF04934,MED6 mediator sub complex component
PF04307,LexA-binding, inner membrane-associated putative hydrolase
PF01523,PmbA/TldA metallopeptidase domain 1
PF12836,Helix-hairpin-helix motif
PF03080,Neprosin
PF08067,ROKNT (NUC014) domain
PF13578,Methyltransferase domain
PF07213,DAP10 membrane protein
PF06456,Arfaptin-like domain
PF17812,RET Cadherin like domain 3
PF02843,Phosphoribosylglycinamide synthetase, C domain
PF06994,Involucrin
PF10256,Golgin subfamily A member 7/ERF4 family
PF14469,28 kDa A-kinase anchor
PF03402,Vomeronasal organ pheromone receptor family, V1R
PF00868,Transglutaminase family
PF02127,Aminopeptidase I zinc metalloprotease (M18)
PF00873,AcrB/AcrD/AcrF family
PF13456,Reverse transcriptase-like
PF14853,Fis1 C-terminal tetratricopeptide repeat
PF15224,Scrapie-responsive protein 1
PF08424,NRDE-2, necessary for RNA interference
PF01823,MAC/Perforin domain
PF01225,Mur ligase family, catalytic domain
PF01918,Alba
PF15838,LLLL and CFNLAS motif-containing protein 1
PF00610,Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
PF16051,Domain of unknown function (DUF4797)
PF09034,TRADD, N-terminal domain
PF01010,NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
